เลขรับ	ผลของการสั่งคดี	ฟ้องชาย	ฟ้องหญิง	ฟ้อง	ไม่ฟ้อง	อื่นๆ	วันสั่ง	เหตุผลที่สั่งไม่ฟ้อง	วันเสนอ	คำสั่งของกลาง	เหตุผลที่ไม่ริบของกลาง	วันแจ้งเขตของกลาง	สอบเพิ่มเติม	วันแจ้งเขตอก54	เหตุที่ค้าง	ครั้งที่เตือน	วันที่เตือน	อายุความ	วันแจ้งของกลาง	เลขออกอก46	วันที่สำนวนไป	ทีอยู่สำนวน	เก็บไม่ฟ้อง	เก็บสั่งจับ	ข้อเท็จจริง
"ว.715/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/14/09 00:00:00"											0							
"ว.716/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/14/09 00:00:00"											0							
"ว.717/2552"	"ฟ้องศาล"	0	5	5	0	0	"04/14/09 00:00:00"											0							
"ว.718/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/14/09 00:00:00"											0							
"ว.719/2552"	"ฟ้องศาล"	1	7	7	0	0	"04/14/09 00:00:00"											0							
"ว.705/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/10/09 00:00:00"											0							
"ว.738/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.737/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.736/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.735/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.734/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.733/2552"	"ฟ้องศาล"	4	0	4	0	0	"04/18/09 00:00:00"											0							
"ว.769/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/20/09 00:00:00"											0							
"ว.768/2552"	"ฟ้องศาล"	9	2	11	0	0	"04/20/09 00:00:00"											0							
"ว.766/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.765/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/18/09 00:00:00"											0							
"ว.760/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.759/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.758/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ฟ.343/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.757/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.756/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.755/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.751/2552"	"ฟ้องศาล"	3	3	6	0	0	"04/18/09 00:00:00"											0							
"ว.750/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.749/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/18/09 00:00:00"											0							
"ว.748/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.747/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.746/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.744/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/18/09 00:00:00"											0							
"ว.743/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.741/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.740/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.678/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/07/09 00:00:00"											0							
"ว.679/2552"	"ฟ้องศาล"	2	0	2	0	0	"04/07/09 00:00:00"											0							
"ว.680/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.681/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.683/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.684/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.686/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/07/09 00:00:00"											0							
"ว.682/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.687/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/07/09 00:00:00"											0							
"ว.688/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.675/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ฟ.344/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.670/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.667/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.666/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.665/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.664/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/05/09 00:00:00"											0							
"ว.663/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.662/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.661/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.668/2552"	"ฟ้องศาล"	3	1	4	0	0	"04/05/09 00:00:00"											0							
"ว.669/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/05/09 00:00:00"											0							
"ว.671/2552"	"ฟ้องศาล"	4	0	4	0	0	"04/05/09 00:00:00"											0							
"ว.672/2552"	"ฟ้องศาล"	0	2	2	0	0	"04/05/09 00:00:00"											0							
"ว.673/2552"	"ฟ้องศาล"	1	2	3	0	0	"04/05/09 00:00:00"											0							
"ว.703/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/10/09 00:00:00"											0							
"ว.720/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.721/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.722/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.723/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.724/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.726/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.727/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.728/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.730/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.774/2552"	"ฟ้องศาล"	2	2	4	0	0	"04/21/09 00:00:00"											0							
"ฟ.345/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.773/2552"	"ฟ้องศาล"	2	0	2	0	0	"04/21/09 00:00:00"											0							
"ว.772/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/21/09 00:00:00"											0							
"ว.770/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/21/09 00:00:00"											0							
"ว.771/2552"	"ฟ้องศาล"	4	2	6	0	0	"04/21/09 00:00:00"											0							
"ว.775/2552"	"ฟ้องศาล"	2	2	4	0	0	"04/21/09 00:00:00"											0							
"ว.702/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/10/09 00:00:00"											0							
"ว.701/2552"	"ฟ้องศาล"	0	1	14	0	0	"04/10/09 00:00:00"											0							
"ว.700/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/10/09 00:00:00"											0							
"ว.699/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/10/09 00:00:00"											0							
"ว.508/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/13/09 00:00:00"											0							
"ว.708/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/12/09 00:00:00"											0							
"ว.725/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.729/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.731/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.732/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.761/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.763/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.764/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/16/09 00:00:00"											0							
"ว.704/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/10/09 00:00:00"											0							
"ว.711/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/12/09 00:00:00"											0							
"ว.710/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/12/09 00:00:00"											0							
"ว.709/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/12/09 00:00:00"											0							
"ว.739/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/12/09 00:00:00"											0							
"ว.707/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/12/09 00:00:00"											0							
"ฟ.346/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.767/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.745/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ว.742/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/18/09 00:00:00"											0							
"ฟ.444/2551"	"ชะลอการฟ้อง"	0	0	0	0	0												0							
"ว.847/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.781/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/22/09 00:00:00"											0							
"ว.780/2552"	"ฟ้องศาล"	0	1	0	0	0												0							
"ว.777/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/22/09 00:00:00"											0							
"ว.778/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/22/09 00:00:00"											0							
"ว.779/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/22/09 00:00:00"											0							
"ว.793/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/24/09 00:00:00"											0							
"ว.791/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/24/09 00:00:00"											0							
"ว.752/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/24/09 00:00:00"											0							
"ว.753/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/24/09 00:00:00"											0							
"ว.785/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/23/09 00:00:00"											0							
"ว.784/2552"	"ฟ้องศาล"	0	2	2	0	0	"04/23/09 00:00:00"											0							
"ว.790/2552"	"ฟ้องศาล"	2	0	2	0	0	"04/24/09 00:00:00"											0							
"ว.794/2552"	"ฟ้องศาล"	8	0	8	0	0	"04/24/09 00:00:00"											0							
"ว.802/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/27/09 00:00:00"											0							
"ว.800/2552"	"ฟ้องศาล"	2	2	4	0	0	"04/27/09 00:00:00"											0							
"ว.799/2552"	"ฟ้องศาล"	4	3	7	0	0	"04/27/09 00:00:00"											0							
"ว.797/2552"	"ฟ้องศาล"	3	0	3	0	0	"04/27/09 00:00:00"											0							
"ว.796/2552"	"ฟ้องศาล"	4	0	4	0	0	"04/27/09 00:00:00"											0							
"ว.813/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/28/09 00:00:00"											0							
"ฟ.347/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.812/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/28/09 00:00:00"											0							
"ว.811/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/28/09 00:00:00"											0							
"ว.810/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/28/09 00:00:00"											0							
"ว.809/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/28/09 00:00:00"											0							
"ว.808/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/28/09 00:00:00"											0							
"ว.807/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/28/09 00:00:00"											0							
"ว.806/2552"	"ฟ้องศาล"	1	2	3	0	0	"04/28/09 00:00:00"											0							
"ว.805/2552"	"ฟ้องศาล"	1	1	2	0	0	"04/28/09 00:00:00"											0							
"ว.804/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/28/09 00:00:00"											0							
"ว.821/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/29/09 00:00:00"											0							
"ว.822/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/29/09 00:00:00"											0							
"ว.820/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/29/09 00:00:00"											0							
"ว.803/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/28/09 00:00:00"											0							
"ว.819/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/29/09 00:00:00"											0							
"ว.818/2552"	"ฟ้องศาล"	2	1	3		0	"04/29/09 00:00:00"											0							
"ว.816/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/29/09 00:00:00"											0							
"ว.814/2552"	"ฟ้องศาล"	0	3	3	0	0	"04/29/09 00:00:00"											0							
"ว.817/2552"	"ฟ้องศาล"	1	2	3	0	0	"04/29/09 00:00:00"											0							
"ว.815/2552"	"ฟ้องศาล"	1	2	3	0	0	"04/29/09 00:00:00"											0							
"ว.823/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.824/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.827/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.826/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.828/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ฟ.348/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.825/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.830/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.831/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.842/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.835/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.840/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/01/09 00:00:00"											0							
"ว.832/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/01/09 00:00:00"											0							
"ว.839/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.841/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.836/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.838/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.837/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/01/09 00:00:00"											0							
"ว.833/2552"	"ฟ้องศาล"	0	2	2	0	0	"05/01/09 00:00:00"											0							
"ว.834/2552"	"ฟ้องศาล"	0	3	3	0	0	"05/01/09 00:00:00"											0							
"ว.846/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/02/09 00:00:00"											0							
"ว.843/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/02/09 00:00:00"											0							
"ว.845/2552"	"ฟ้องศาล"	0	4	4	0	0	"05/02/09 00:00:00"											0							
"ว.844/2552"	"ฟ้องศาล"	5		5	0	0	"05/02/09 00:00:00"											0							
"ว.829/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/30/09 00:00:00"											0							
"ว.783/2552"	"ฟ้องศาล"	2	1	3	0	0	"04/22/09 00:00:00"											0							
"ว.782/2552"	"ฟ้องศาล"	2	0	2	0	0	"04/22/09 00:00:00"											0							
"ว.873/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.876/2552"	"ฟ้องศาล"	6	0	6	0	0	"05/07/09 00:00:00"											0							
"ว.879/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/06/09 00:00:00"											0							
"ฟ.349/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.884/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.881/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/06/09 00:00:00"											0							
"ว.880/2552"	"ฟ้องศาล"	4	0	4	0	0	"05/06/09 00:00:00"											0							
"ว.874/2552"	"ฟ้องศาล"	3	3	6	0	0	"05/07/09 00:00:00"											0							
"ว.489/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/11/09 00:00:00"											0							
"ว.795/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/25/09 00:00:00"											0							
"ว.539/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/18/09 00:00:00"											0							
"ว.487/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.633/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/01/09 00:00:00"											0							
"ว.628/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/01/09 00:00:00"											0							
"ว.589/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/26/09 00:00:00"											0							
"ว.568/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/23/09 00:00:00"											0							
"ว.608/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.868/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.858/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ว.865/2552"	"ฟ้องศาล"	4	0	4	0	0	"05/04/09 00:00:00"											0							
"ว.866/2552"	"ฟ้องศาล"	4	0	4	0	0	"05/04/09 00:00:00"											0							
"ว.864/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.863/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.872/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.869/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ว.862/2552"	"ฟ้องศาล"	5	0	5	0	0	"05/04/09 00:00:00"											0							
"ว.856/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ว.870/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ฟ.350/2548"	"  โอนไป  ส.2           26  กรกฎาคม  2548"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.861/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.860/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.857/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.871/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ว.867/2552"	"ฟ้องศาล"	5	0	5	0	0	"05/04/09 00:00:00"											0							
"ว.848/2552"	"ฟ้องศาล"	1	1	2	0	0	"05/04/09 00:00:00"											0							
"ว.883/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.885/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.887/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.888/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.889/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.886/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.890/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.891/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.892/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.893/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/07/09 00:00:00"											0							
"ว.905/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/09/09 00:00:00"											0							
"1501/2552"	"ฟ้องศาล"	0	0	0	0	0												0							
"ว.850/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ว.855/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.911/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/11/09 00:00:00"											0							
"ว.909/2552"	"ฟ้องศาล"	3	3	6	0	0	"05/11/09 00:00:00"											0							
"ว.908/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/11/09 00:00:00"											0							
"ว.916/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/12/09 00:00:00"											0							
"ฟ.351/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/28/05 00:00:00"											0							
"ว.915/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/12/09 00:00:00"											0							
"ว.914/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/12/09 00:00:00"											0							
"ว.913/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/12/09 00:00:00"											0							
"ว.912/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/12/09 00:00:00"											0							
"ว.776/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/22/09 00:00:00"											0							
"ว.851/2552"	"ฟ้องศาล"	0	1	1	0	0	"05/04/09 00:00:00"											0							
"ว.852/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.849/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/04/09 00:00:00"											0							
"ว.854/2552"	"ฟ้องศาล"	3	0	3	0	0	"05/04/09 00:00:00"											0							
"ว.902/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/09/09 00:00:00"											0							
"ว.896/2552"	"ฟ้องศาล"	1	0	1	0	0	"05/09/09 00:00:00"											0							
