เลขรับ	ผลของการสั่งคดี	ฟ้องชาย	ฟ้องหญิง	ฟ้อง	ไม่ฟ้อง	อื่นๆ	วันสั่ง	เหตุผลที่สั่งไม่ฟ้อง	วันเสนอ	คำสั่งของกลาง	เหตุผลที่ไม่ริบของกลาง	วันแจ้งเขตของกลาง	สอบเพิ่มเติม	วันแจ้งเขตอก54	เหตุที่ค้าง	ครั้งที่เตือน	วันที่เตือน	อายุความ	วันแจ้งของกลาง	เลขออกอก46	วันที่สำนวนไป	ทีอยู่สำนวน	เก็บไม่ฟ้อง	เก็บสั่งจับ	ข้อเท็จจริง
"ว.396/2552"	"ฟ้องศาล"	2	2	4	0	0	"02/24/09 00:00:00"											0							
"ว.397/2552"	"ฟ้องศาล"	3	1	4	0	0	"02/24/09 00:00:00"											0							
"ว.400/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/24/09 00:00:00"											0							
"ว.403/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/25/09 00:00:00"											0							
"ว.402/2552"	"ฟ้องศาล"	1	3	4	0	0	"02/25/09 00:00:00"											0							
"ว.404/2552"	"ฟ้องศาล"	2	2	4	0	0	"02/25/09 00:00:00"											0							
"ว.406/2552"	"ฟ้องศาล"	4	0	4	0	0	"02/25/09 00:00:00"											0							
"ว.405/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/25/09 00:00:00"											0							
"ว.407/2552"	"ฟ้องศาล"	1	1	2	0	0	"02/26/09 00:00:00"											0							
"ว.408/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/26/09 00:00:00"											0							
"ว.409/2552"	"ฟ้องศาล"	3	1	4	0	0	"02/26/09 00:00:00"											0							
"ว.410/2552"	"ฟ้องศาล"	1	2	3	0	0	"02/26/09 00:00:00"											0							
"ว.411/2552"	"ฟ้องศาล"	8	1	9	0	0	"02/26/09 00:00:00"											0							
"ว.393/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/24/09 00:00:00"											0							
"ว.413/2552"	"ฟ้องศาล"	3	0	3	0	0	"02/27/09 00:00:00"											0							
"ว.414/2552"	"ฟ้องศาล"	3	0	3	0	0	"02/27/09 00:00:00"											0							
"ว.416/2552"	"ฟ้องศาล"	4	3	7	0	0	"02/27/09 00:00:00"											0							
"ว.415/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/27/09 00:00:00"											0							
"ว.417/2552"	"ฟ้องศาล"	0	1	1	0	0	"02/27/09 00:00:00"											0							
"ว.438/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/02/09 00:00:00"											0							
"ว.436/2552"	"ฟ้องศาล"	4	0	4	0	0	"03/02/09 00:00:00"											0							
"ว.435/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/02/09 00:00:00"											0							
"ว.434/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/02/09 00:00:00"											0							
"ว.433/2552"	"ฟ้องศาล"	4	0	4	0	0	"03/02/09 00:00:00"											0							
"ฟ.331/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.432/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/02/09 00:00:00"											0							
"ว.431/2552"	"ฟ้องศาล"	11	0	11	0	0	"03/02/09 00:00:00"											0							
"ว.430/2552"	"ฟ้องศาล"	3	0	3	0	0	"03/02/09 00:00:00"											0							
"ว.429/2552"	"ฟ้องศาล"	7	0	7	0	0	"03/02/09 00:00:00"											0							
"ว.428/2552"	"ฟ้องศาล"	4	0	4	0	0	"03/02/09 00:00:00"											0							
"ว.419/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.420/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.421/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.422/2552"	"ฟ้องศาล"	4	0	4	0	0	"02/28/09 00:00:00"											0							
"ว.423/2552"	"ฟ้องศาล"	4	0	4	0	0	"02/28/09 00:00:00"											0							
"ว.424/2552"	"ฟ้องศาล"	2	4	6	0	0	"02/28/09 00:00:00"											0							
"ว.425/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.426/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.427/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.418/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/27/09 00:00:00"											0							
"ว.504/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/12/09 00:00:00"											0							
"ว.503/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/12/09 00:00:00"											0							
"ว.502/2552"	"ฟ้องศาล"	11	0	11	0	0	"03/11/09 00:00:00"											0							
"ว.501/2552"	"ฟ้องศาล"	0	5	5	0	0	"03/12/09 00:00:00"											0							
"ว.500/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/12/09 00:00:00"											0							
"ว.499/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/12/09 00:00:00"											0							
"ว.498/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/12/09 00:00:00"											0							
"ว.497/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/12/09 00:00:00"											0							
"ว.496/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/12/09 00:00:00"											0							
"ฟ.332/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.505/2552"	"ฟ้องศาล"	3	3	6	0	0	"03/12/09 00:00:00"											0							
"ว.494/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/11/09 00:00:00"											0							
"ว.493/2552"	"ฟ้องศาล"	1	2	3	0	0	"03/11/09 00:00:00"											0							
"ว.492/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/11/09 00:00:00"											0							
"ว.490/2552"	"ฟ้องศาล"	10	10	20	0	0	"03/11/09 00:00:00"											0							
"ว.491/2552"	"ฟ้องศาล"	2	2	4	0	0	"03/11/09 00:00:00"											0							
"ว.495/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/11/09 00:00:00"											0							
"ว.479/2552"	"ฟ้องศาล"	6	0	6	0	0	"03/09/09 00:00:00"											0							
"ว.478/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/09/09 00:00:00"											0							
"ว.477/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/09/09 00:00:00"											0							
"ว.476/2552"	"ฟ้องศาล"	4	1	5	0	0	"03/09/09 00:00:00"											0							
"ว.475/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/09/09 00:00:00"											0							
"ว.481/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/09/09 00:00:00"											0							
"ว.480/2552"	"ฟ้องศาล"	1	5	6	0	0	"03/09/09 00:00:00"											0							
"ว.204/2552"	"ฟ้องศาล"	0	1	1	0	0	"01/30/09 00:00:00"											0							
"ว.200/2552"	"ฟ้องศาล"	1	0	1	0	0	"01/29/09 00:00:00"											0							
"ว.439/2552"	"ฟ้องศาล"	1	0	1	0	0	"02/28/09 00:00:00"											0							
"ว.482/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.483/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.484/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.485/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.486/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.488/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/10/09 00:00:00"											0							
"ว.461/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ฟ.333/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.460/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/05/09 00:00:00"											0							
"ว.459/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.458/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.457/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.456/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/05/09 00:00:00"											0							
"ว.455/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.454/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.453/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.452/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/05/09 00:00:00"											0							
"ว.469/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/07/09 00:00:00"											0							
"ว.467/2552"	"ฟ้องศาล"	3	0	3	0	0	"03/06/09 00:00:00"											0							
"ว.466/2552"	"ฟ้องศาล"	1	1	2	0	0	"03/06/09 00:00:00"											0							
"ว.465/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/06/09 00:00:00"											0							
"ว.464/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/06/09 00:00:00"											0							
"ว.463/2552"	"ฟ้องศาล"	4	0	4	0	0	"03/06/09 00:00:00"											0							
"ว.462/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/06/09 00:00:00"											0							
"ว.450/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/04/09 00:00:00"											0							
"ว.449/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/04/09 00:00:00"											0							
"ว.448/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/04/09 00:00:00"											0							
"ว.447/2552"	"ฟ้องศาล"	0	3	3	0	0	"03/04/09 00:00:00"											0							
"ว.446/2552"	"ฟ้องศาล"	5	1	6	0	0	"03/04/09 00:00:00"											0							
"ว.445/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/04/09 00:00:00"											0							
"ว.444/2552"	"ฟ้องศาล"	2	2	4	0	0	"03/04/09 00:00:00"											0							
"ว.451/2552"	"ฟ้องศาล"	11	0	11	0	0	"03/04/09 00:00:00"											0							
"ฟ.334/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.443/2552"	"ฟ้องศาล"	5	0	5	0	0	"03/03/09 00:00:00"											0							
"ว.442/2552"	"ฟ้องศาล"	0	5	5	0	0	"03/03/09 00:00:00"											0							
"ว.441/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/03/09 00:00:00"											0							
"ว.440/2552"	"ฟ้องศาล"	2	2	4	0	0	"03/03/09 00:00:00"											0							
"ว.437/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/02/09 00:00:00"											0							
"ว.186/2552"	"ฟ้องศาล"	1	0	1	0	0	"01/27/09 00:00:00"											0							
"ว.468/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/07/09 00:00:00"											0							
"ว.470/2552"	"ฟ้องศาล"	5	0	5	0	0	"03/07/09 00:00:00"											0							
"ว.471/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/07/09 00:00:00"											0							
"ว.472/2552"	"ฟ้องศาล"	6	1	7	0	0	"03/07/09 00:00:00"											0							
"ว.473/2552"	"ฟ้องศาล"	4	3	7	0	0	"03/07/09 00:00:00"											0							
"ว.474/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/07/09 00:00:00"											0							
"ว.520/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"ว.523/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"ว.524/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"ว.506/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/13/09 00:00:00"											0							
"ว.507/2552"	"ฟ้องศาล"	1	9	10	0	0	"03/13/09 00:00:00"											0							
"ว.509/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/13/09 00:00:00"											0							
"ว.510/2552"	"ฟ้องศาล"	5	0	4	0	0	"03/13/09 00:00:00"											0							
"ว.511/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/13/09 00:00:00"											0							
"ว.512/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/13/09 00:00:00"											0							
"ว.513/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/13/09 00:00:00"											0							
"ว.514/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/13/09 00:00:00"											0							
"ว.515/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/13/09 00:00:00"											0							
"ฟ.336/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.516/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/13/09 00:00:00"											0							
"ว.519/2552"	"ฟ้องศาล"	3	2	5	0	0	"03/14/09 00:00:00"											0							
"ว.517/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"ว.532/2552"	"ฟ้องศาล"	2	4	0	0	0												0							
"ว.531/2552"	"ฟ้องศาล"	5	1	0	0	0												0							
"ว.530/2552"	"ฟ้องศาล"	8	1	0	0	0												0							
"ว.525/2552"	"ฟ้องศาล"	1	0	0	0	0												0							
"ว.526/2552"	"ฟ้องศาล"	1	0	0	0	0												0							
"ว.527/2552"	"ฟ้องศาล"	1	0	0	0	0												0							
"ว.528/2552"	"ฟ้องศาล"	0	1	0	0	0												0							
"ว.529/2552"	"ฟ้องศาล"	2	0	0	0	0												0							
"ว.538/2552"	"ฟ้องศาล"	0	2	2	0	0	"03/18/09 00:00:00"											0							
"ว.543/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/18/09 00:00:00"											0							
"ว.542/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/18/09 00:00:00"											0							
"ว.540/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/18/09 00:00:00"											0							
"ว.544/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/18/09 00:00:00"											0							
"ว.541/2552"	"ฟ้องศาล"	6	2	8	0	0	"03/18/09 00:00:00"											0							
"ว.534/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/17/09 00:00:00"											0							
"ว.537/2552"	"ฟ้องศาล"	5	0	5	0	0	"03/17/09 00:00:00"											0							
"ว.535/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/17/09 00:00:00"											0							
"ว.533/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/17/09 00:00:00"											0							
"ว.548/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/19/09 00:00:00"											0							
"ว.547/2552"	"ฟ้องศาล"	0	2	2	0	0	"03/19/09 00:00:00"											0							
"ว.546/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/19/09 00:00:00"											0							
"ฟ.337/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.545/2552"	"ฟ้องศาล"	8	0	8	0	0	"03/19/09 00:00:00"											0							
"ว.552/2552"	"ฟ้องศาล"	0	4	4	0	0	"03/20/09 00:00:00"											0							
"ว.551/2552"	"ฟ้องศาล"	2	2	4	0	0	"03/20/09 00:00:00"											0							
"ว.550/2552"	"ฟ้องศาล"	1	3	4	0	0	"03/20/09 00:00:00"											0							
"ว.555/2552"	"ฟ้องศาล"	3	0	3	0	0	"03/20/09 00:00:00"											0							
"ว.554/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/20/09 00:00:00"											0							
"ว.553/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/20/09 00:00:00"											0							
"ว.521/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"ว.518/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"2894/2546"	"ฟ้องศาล"	2	0	0	0	0												0							
"ว.522/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/14/09 00:00:00"											0							
"ว.556/2552"	"ฟ้องศาล"	0	2	2	0	0	"03/21/12 00:00:00"											0							
"ว.558/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.559/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.560/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.561/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.562/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.563/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.564/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.565/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/21/09 00:00:00"											0							
"ว.566/2552"	"ฟ้องศาล"	1	2	3	0	0	"03/21/09 00:00:00"											0							
"ว.569/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/23/09 00:00:00"											0							
"ว.570/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/23/09 00:00:00"											0							
"ว.571/2552"	"ฟ้องศาล"	3	1	4	0	0	"03/23/09 00:00:00"											0							
"ฟ.338/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.567/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/23/09 00:00:00"											0							
"ว.601/2552"	"ฟ้องศาล"	4	0	4	0	0	"03/28/09 00:00:00"											0							
"ว.602/2552"	"ฟ้องศาล"	6	0	6	0	0	"03/28/09 00:00:00"											0							
"ว.600/2552"	"ฟ้องศาล"	1	2	3	0	0	"03/28/09 00:00:00"											0							
"ว.599/2552"	"ฟ้องศาล"	3	1	4	0	0	"03/28/09 00:00:00"											0							
"ว.598/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/28/09 00:00:00"											0							
"ว.597/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/30/09 00:00:00"											0							
"ว.353/2552"	"ฟ้องศาล"	0	1	1	0	0	"02/19/09 00:00:00"											0							
"ว.604/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.605/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.606/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.607/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.603/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/27/09 00:00:00"											0							
"ว.609/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.610/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.611/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.612/2552"	"ฟ้องศาล"	0	5	5	0	0	"03/30/09 00:00:00"											0							
"ว.613/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/30/09 00:00:00"											0							
"ว.614/2552"	"ฟ้องศาล"	0	12	12	0	0	"03/30/09 00:00:00"											0							
"ว.557/2552"	"ฟ้องศาล"	2	0	2	0	0	"03/25/09 00:00:00"											0							
"ว.578/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/25/09 00:00:00"											0							
"ว.579/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/25/09 00:00:00"											0							
"ว.582/2552"	"ฟ้องศาล"	5	0	5	0	0	"03/25/09 00:00:00"											0							
"ว.583/2552"	"ฟ้องศาล"	0	2	2	0	0	"03/26/09 00:00:00"											0							
"ฟ.339/2548"	"  โอนไป  ส.2       28  กรกฎาคม  2548"	0	0	0	0	1	"07/28/05 00:00:00"											0							
"ว.591/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/26/09 00:00:00"											0							
"ว.592/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/26/09 00:00:00"											0							
"ว.590/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/26/09 00:00:00"											0							
"ว.587/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/26/09 00:00:00"											0							
"ว.585/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/26/09 00:00:00"											0							
"ว.586/2552"	"ฟ้องศาล"	2	0	2	0	0	"03/26/09 00:00:00"											0							
"ว.574/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/24/09 00:00:00"											0							
"ว.573/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/24/09 00:00:00"											0							
"ว.580/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/25/09 00:00:00"											0							
"ว.584/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/25/09 00:00:00"											0							
"ว.581/2552"	"ฟ้องศาล"	3	1	4	0	0	"03/25/09 00:00:00"											0							
"ว.576/2552"	"ฟ้องศาล"	3	1	4	0	0	"03/25/09 00:00:00"											0							
"ว.577/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/25/09 00:00:00"											0							
"ว.588/2552"	"ฟ้องศาล"	8	1	9	0	0	"03/26/09 00:00:00"											0							
"ว.632/2552"	"ฟ้องศาล"	3	1	4	0	0	"04/01/09 00:00:00"											0							
"ว.631/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/01/09 00:00:00"											0							
"ว.630/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/01/09 00:00:00"											0							
"ว.629/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/01/09 00:00:00"											0							
"ว.627/2552"	"ฟ้องศาล"	1	1	2	0	0	"04/01/09 00:00:00"											0							
"ว.626/2552"	"ฟ้องศาล"	0	3	3	0	0	"04/01/09 00:00:00"											0							
"ว.625/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/01/09 00:00:00"											0							
"ว.624/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/01/09 00:00:00"											0							
"ว.622/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/31/09 00:00:00"											0							
"ว.623/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/31/09 00:00:00"											0							
"ฟ.340/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/25/05 00:00:00"											0							
"ว.621/2552"	"ฟ้องศาล"	5	0	5	0	0	"03/31/09 00:00:00"											0							
"ว.620/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/31/09 00:00:00"											0							
"ว.618/2552"	"ฟ้องศาล"	1	3	4	0	0	"03/31/09 00:00:00"											0							
"ว.617/2552"	"ฟ้องศาล"	0	3	3	0	0	"03/03/09 00:00:00"											0							
"ว.616/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/31/09 00:00:00"											0							
"ว.615/2552"	"ฟ้องศาล"	8	0	8	0	0	"03/30/09 00:00:00"											0							
"ว.575/2552"	"ฟ้องศาล"	0	1	1	0	0	"03/24/09 00:00:00"											0							
"ว.2154/2551"	"ฟ้องศาล"	1	0	1	0	0	"10/22/08 00:00:00"											0							
"ว.634/2552"	"ฟ้องศาล"	2	0	2	0	0	"04/02/09 00:00:00"											0							
"ว.659/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/03/09 00:00:00"											0							
"ว.660/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/03/09 00:00:00"											0							
"ว.657/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/03/09 00:00:00"											0							
"ว.656/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/03/09 00:00:00"											0							
"ว.658/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/03/09 00:00:00"											0							
"ว.596/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/27/09 00:00:00"											0							
"ว.595/2552"	"ฟ้องศาล"	1	0	1	0	0	"03/27/09 00:00:00"											0							
"ว.594/2552"	"ฟ้องศาล"	2	2	4	0	0	"03/27/09 00:00:00"											0							
"ว.593/2552"	"ฟ้องศาล"	2	0	2	0	0	"03/27/09 00:00:00"											0							
"ว.646/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.651/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.647/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.644/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/02/09 00:00:00"											0							
"ว.655/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/02/09 00:00:00"											0							
"ว.654/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ฟ.341/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.645/2552"	"ฟ้องศาล"	2	1	3	0	0	"04/02/09 00:00:00"											0							
"ว.652/2552"	"ฟ้องศาล"	0	4	4	0	0	"04/02/09 00:00:00"											0							
"ว.653/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.650/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.649/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.643/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/02/09 00:00:00"											0							
"ว.640/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.638/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/02/09 00:00:00"											0							
"ว.637/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.642/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/02/09 00:00:00"											0							
"ว.639/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.641/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/02/09 00:00:00"											0							
"ว.635/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.636/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/02/09 00:00:00"											0							
"ว.697/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/08/09 00:00:00"											0							
"ว.693/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/08/09 00:00:00"											0							
"ว.694/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/08/09 00:00:00"											0							
"ว.689/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/08/09 00:00:00"											0							
"ว.676/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/07/09 00:00:00"											0							
"ว.674/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.692/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.691/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.677/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/07/09 00:00:00"											0							
"ว.690/2552"	"ฟ้องศาล"	0	1	1	0	0	"04/07/09 00:00:00"											0							
"ฟ.342/2548"	"ชะลอการฟ้อง"	0	0	0	0	1	"07/26/05 00:00:00"											0							
"ว.695/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/09/09 00:00:00"											0							
"ว.696/2552"	"ฟ้องศาล"	0	2	2	0	0	"04/09/09 00:00:00"											0							
"ว.712/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/14/09 00:00:00"											0							
"ว.713/2552"	"ฟ้องศาล"	4	0	4	0	0	"04/14/09 00:00:00"											0							
"ว.714/2552"	"ฟ้องศาล"	1	0	1	0	0	"04/14/09 00:00:00"											0							
